date,content,username,likes,views,hashtags,url
2022-10-08,"Celebrating the joy of bringing #smiles to over thousands of lives! #HimalayaLipCare has been supporting @SmileTrainIndia with free #cleftlip surgeries for underprivileged children, helping them lead their lives confidently. #EkNayiMuskaan 

https://t.co/L3RrjOZgkt https://t.co/Xw0khFR5lh",HimalayaIndia,729,,"['smiles', 'HimalayaLipCare', 'cleftlip', 'EkNayiMuskaan']",https://twitter.com/HimalayaIndia/status/1578646769814339586
2022-10-06,@SharadG07211098 Hi Sharad! Please be assured that we're working on your concern and we'll keep you posted on the progress.,HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1577895832254578688
2022-09-29,"We Care for Life and as a part of our commitment to society, we’re delighted to partner with @NIMHANS_BLR to develop an indigenized pilot model framework for #suicideprevention research and surveillance, Project SURAKSHA. https://t.co/SglnFzzFB4
#HimalayaWellness #MentalHealth",HimalayaIndia,1190,,"['suicideprevention', 'HimalayaWellness', 'MentalHealth']",https://twitter.com/HimalayaIndia/status/1575419308116627458
2022-09-26,"Umapathy B.M., Director, Foils Pack, candidly shares that he connects with Himalaya emotionally, and our partnership has helped him deliver pure business excellence. We are deeply grateful and honor such business sentiments! #PartnersInProgress #HimalayaWellness #Printer https://t.co/nakscLzEsi",HimalayaIndia,13,,"['PartnersInProgress', 'HimalayaWellness', 'Printer']",https://twitter.com/HimalayaIndia/status/1574315338795081729
2022-09-22,"@NVishist17 Hi Nikhil, Please write to us at contactus@himalayawellness.com with the issues you are facing and provide us with the following details- Your Contact Number, Location, and  Email ID. We will have someone from the team connect with you.",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1572865730416345089
2022-09-19,"Ms. Bhuwana Nageshwarao, Director, Ultra International, recollects our association spanning nearly three decades. They support us by producing #fragrances, flavors, and #essential oils. We appreciate their support. #PartnersInProgress #HimalayaWellness https://t.co/bWOYinqW8j",HimalayaIndia,14,,"['fragrances', 'essential', 'PartnersInProgress', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1571778621928312835
2022-09-12,Sri Sudhindra Offset Press provides us with exclusive printing services for our marketing requirements. We appreciate them for delivering top-notch service. #PartnersInProgress #HimalayaWellness #prints #solutions https://t.co/DMcKhGPCEa,HimalayaIndia,10,,"['PartnersInProgress', 'HimalayaWellness', 'prints', 'solutions']",https://twitter.com/HimalayaIndia/status/1569241402919342082
2022-09-07,The team at K. Patel Phytoextractions Pvt. Ltd. supports us by manufacturing standardized herbal extracts. They consider our association as a strategic partnership. We thank them for the timely &amp; consistent delivery of project requirements. #PartnersInProgress #HimalayaWellness https://t.co/I7rx8CNk1d,HimalayaIndia,9,,"['PartnersInProgress', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1567442218000207873
2022-09-05,"@ivnsraju65 Hi Raju, Please refer to our official statement. https://t.co/jMpLTftCIk",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1566729318193332225
2022-09-05,"The youth play a key role in safeguarding #nature and #conservingbiodiversity. Himalaya, SEBC, and the youth of Pune came together to plant 10,000 saplings. We have captured the glimpses in this video. https://t.co/GAyH6alJR6 

#HimalayaWellness #treeplantation #biodiversity",HimalayaIndia,4,,"['nature', 'conservingbiodiversity', 'HimalayaWellness', 'treeplantation', 'biodiversity']",https://twitter.com/HimalayaIndia/status/1566723760493068290
2022-09-02,"@rahulbiddappa Hi Rahul, Please refer to our official statement. https://t.co/jMpLTftCIk",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1565571279918632960
2022-09-02,"@Kala_ET Hi Vijay, Please refer to our official statement. https://t.co/jMpLTftCIk",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1565571194778419200
2022-09-02,"@mentorpreneur Hi Sanjiv, Please refer to our official statement. https://t.co/jMpLTftCIk",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1565571086326337536
2022-09-02,"@farah_midhat Hi Midhat, Please refer to our official statement. https://t.co/jMpLTftCIk",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1565570793656172544
2022-09-01,#Himalayaliv52 https://t.co/Gru4uiMpqq,HimalayaIndia,546,,['Himalayaliv52'],https://twitter.com/HimalayaIndia/status/1565347256345427969
2022-08-31,"Lord Ganesha teaches us to find cures through compassion &amp; prevention through kindness. This Ganesh Chaturthi let's follow his footsteps and walk together towards a healthier tomorrow.
Ganpati Bappa Morya!

#HimalayaWellness #HappinessThroughWellness #festival #ganeshchaturthi https://t.co/xYSOL6IQr7",HimalayaIndia,10,,"['HimalayaWellness', 'HappinessThroughWellness', 'festival', 'ganeshchaturthi']",https://twitter.com/HimalayaIndia/status/1564822772320464896
2022-08-29,"Dayanand Reddy, Director, Vasantha Tool Crafts Pvt. Ltd. opines that people are the real assets who create value addition to a #business. Dayanand and his team support us by manufacturing bi-injection molds for #Himalaya. We appreciate their support. #PartnersInProgress https://t.co/XGGsugsMSA",HimalayaIndia,7,,"['business', 'Himalaya', 'PartnersInProgress']",https://twitter.com/HimalayaIndia/status/1564168476171943937
2022-08-23,Manjushree Technopack Ltd. supports #Himalaya by manufacturing rigid plastic #packaging materials. We appreciate them for helping us deliver perfection by demonstrating sheer professionalism in executing our ideas. #PartnersInProgress #HimalayaWellness https://t.co/6RXpi9K2f6,HimalayaIndia,13,,"['Himalaya', 'packaging', 'PartnersInProgress', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1562002501708414977
2022-08-18,"True #Independence means having the freedom to make a change for the better! We've come a long way on our mission of bringing #wellness &amp; joy to every home - something that wouldn't have been possible without the talents &amp; efforts of the #Himalaya family.
#HimalayaWellness https://t.co/eKHFzYNa6f",HimalayaIndia,11,,"['Independence', 'wellness', 'Himalaya', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1560146906797338626
2022-08-17,Our partnership with Alpla India Pvt. Ltd. spans more than a decade. They help us by #manufacturing robust bottle and closure #designs for some of our flagship products. We thank them for their continuous support. #PartnersInProgress #HimalayaWellness https://t.co/YESg7ORu8W,HimalayaIndia,15,,"['manufacturing', 'designs', 'PartnersInProgress', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1559831697742389248
2022-08-16,"@Kaustubh_2608 @SakalMediaNews Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. #Fake",HimalayaIndia,1,,['Fake'],https://twitter.com/HimalayaIndia/status/1559461297552367616
2022-08-15,"On India's 76th #IndependenceDay, let us proudly celebrate our nation - not only for its diversity, culture, and values, but also for revolutionizing healthcare with Ayurveda. 

This IndependenceDay, let your patriotism shine through and your health prosper!

#HarGharTiranga https://t.co/BQ47thj5RF",HimalayaIndia,15,,"['IndependenceDay', 'HarGharTiranga']",https://twitter.com/HimalayaIndia/status/1559039860370919424
2022-08-11,"@dravin_immu Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,0,,['fake'],https://twitter.com/HimalayaIndia/status/1557618599010770944
2022-08-08,Himalaya's incredible 40 years of association with Prince Plastic continues with the second-generation entrepreneur. We thank Varun Venugopal and his team for playing a significant role in our success journey. #PartnersInProgress #HimalayaWellness #packaging #packagingsolutions https://t.co/fxTp423o9g,HimalayaIndia,19,,"['PartnersInProgress', 'HimalayaWellness', 'packaging', 'packagingsolutions']",https://twitter.com/HimalayaIndia/status/1556560102831730688
2022-08-01,"Crescent Packaging has played a key role in our packaging needs over the past 35 years. Listen to Noor Jaffer, Director - Crescent Packaging, recounting our mutually benefiting journey. #PartnersInProgress #packaging #HimalayaWellness https://t.co/WVs4nBW2Pa",HimalayaIndia,13,,"['PartnersInProgress', 'packaging', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1554046111966367745
2022-07-27,"@Word_wielder We understand your concern, Fergus. We're trying our level best to ensure the issue is sorted, allow us some time to get back to you.",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1552241138479742976
2022-07-25,#HimalayaWellness celebrates and honors 12 years of long-standing association with Sri Sai Ganesh Herbals. Listen to Ganesh Naidu fondly recalling our #partnership ever since their founding days. #PartnersInProgress #HerbalExtraction https://t.co/6LQc6s7b5n,HimalayaIndia,22,,"['HimalayaWellness', 'partnership', 'PartnersInProgress', 'HerbalExtraction']",https://twitter.com/HimalayaIndia/status/1551492006437785600
2022-07-21,#HimalayaWellness introduces #PartnersInProgress to celebrate the long-standing relationship and trust with our #diverse business partners. They help us bring superior products through #innovation and excellence. We thank them for their continuous support! #StayTuned https://t.co/wWyNaHsF4U,HimalayaIndia,22,,"['HimalayaWellness', 'PartnersInProgress', 'diverse', 'innovation', 'StayTuned']",https://twitter.com/HimalayaIndia/status/1550010527505473537
2022-07-19,@HELLO_MURARI The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/hyicQCiqsM,HimalayaIndia,0,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1549249746690195456
2022-07-18,"@MdSarfa40572125 Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,1,,['fake'],https://twitter.com/HimalayaIndia/status/1548930262997671936
2022-07-18,"We have won @EconomicTimes Sustainable Organizations 2022 Award for driving sustainable initiatives. The award recognizes the work of organizations that integrate #sustainability efforts and net-zero ESG (environmental, social, and governance) goals in planning. #HimalayaWellness https://t.co/uGCZt0Q2X4",HimalayaIndia,28,,"['sustainability', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1548930056369496066
2022-07-12,"@rahul07444 Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,0,,['fake'],https://twitter.com/HimalayaIndia/status/1546727754908938240
2022-07-12,"@NitinCh15087529 Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,0,,['fake'],https://twitter.com/HimalayaIndia/status/1546727686927618052
2022-07-08,"@Sandeep71763543 Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,0,,['fake'],https://twitter.com/HimalayaIndia/status/1545364158215901186
2022-07-05,"@k74166250 Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,1,,['fake'],https://twitter.com/HimalayaIndia/status/1544280738400387073
2022-07-04,@batuk_gkp The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/mwm2gWlkRg,HimalayaIndia,0,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1543819512700555264
2022-07-04,@Anamika100Dixit The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/mwm2gWlkRg,HimalayaIndia,1,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1543795750097719297
2022-07-04,@hindi_hun_main The social media posts circulated about #HimalayaWellness Company are #fake &amp; fabricated. The person in the video is not associated with Himalaya in any way. Himalaya is a proud homegrown Indian company conducting business with a high level of integrity. https://t.co/mwm2gWlkRg,HimalayaIndia,1,,"['HimalayaWellness', 'fake']",https://twitter.com/HimalayaIndia/status/1543795558682222593
2022-07-01,"Himalaya Liv.52 is felicitated at the fifth edition of @EconomicTimes Best #Healthcare Brands. #HimalayaLiv52 is an iconic herbal liver care product trusted by millions of customers and recommended by over 400,000 #doctors worldwide. #HimalayaWellness https://t.co/RfQdT9QyQd",HimalayaIndia,12,,"['Healthcare', 'HimalayaLiv52', 'doctors', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1542822807863578625
2022-06-30,"@ErGauravVarshn1 Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,0,,['fake'],https://twitter.com/HimalayaIndia/status/1542343974853017605
2022-06-30,"@ErGauravVarshn1 @HimalayaHerbal @himalayru Hi, this is not authentic and we request you to refrain from indulging with anyone connected with this communication. In case you receive any such offer in the name of Himalaya, you are advised to reach out to us at contactus@himalayawellness.com #fake",HimalayaIndia,0,,['fake'],https://twitter.com/HimalayaIndia/status/1542343859874566146
2022-06-16,"#HimalayaIndia believes that “What is good for you should be good for the Earth too”. On World #EnvironmentDay, we organized a tree-planting drive at the Makali, Bengaluru campus and invited an #NGO, The Association of People with Disability, to sell plants of various species. https://t.co/DhjXhVPbzQ",HimalayaIndia,13,,"['HimalayaIndia', 'EnvironmentDay', 'NGO']",https://twitter.com/HimalayaIndia/status/1537382199241998337
2022-06-07,"The discipline to maintain #health and #wellness is crucial to living a healthy lifestyle. Wellness is real happiness. Our new brand video reinforces the importance of preventive #healthcare for good health and well-being. https://t.co/zYu1fslD2Z
#KhushRahoKhushaalRaho",HimalayaIndia,5,,"['health', 'wellness', 'healthcare', 'KhushRahoKhushaalRaho']",https://twitter.com/HimalayaIndia/status/1534130502105411584
2022-06-06,"Our campaign on conserving #biodiversity has caught the attention of Campaign India. The news portal featured Himalaya as one of the brands that encourages awareness and action to protect the #environment. 
#environmentday2022 #HimalayaWellness",HimalayaIndia,4,,"['biodiversity', 'environment', 'environmentday2022', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1533757035228958721
2022-06-03,"Conserving #biodiversity is important for the current and future generations' overall well-being. Watch this video that takes you through our various initiatives to support and drive a sustainable future. https://t.co/tAOXAwOYbD
#WorldEnvironmentDay #HimalayaWellness",HimalayaIndia,13,,"['biodiversity', 'WorldEnvironmentDay', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1532675507346542592
2022-06-03,"RT @LogicalIndians: Besides bringing back the lost flora and fauna and setting up the #ecological balance, the #afforestation program will…",HimalayaIndia,0,,"['ecological', 'afforestation']",https://twitter.com/HimalayaIndia/status/1532661632408506369
2022-06-03,"RT @INDIACSR: Sustainability: Himalaya’s commitment to plant 1 million trees across India by the year 2023
https://t.co/TtGuV7bpFX

@Himala…",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1532562812022554624
2022-06-02,"@iPriyaSinha This is not the experience we want you to have, Priya. Please share your contact details with us via DM so we can understand what went wrong.",HimalayaIndia,3,,,https://twitter.com/HimalayaIndia/status/1532325189609873409
2022-05-25,"Our #CareForCommunity ethos supports #education for children. We celebrated the academic success of students at Govt. High School, Makali, on completing their class 10 exams. 32 students were awarded cash prizes &amp; certificates of appreciation. #HimalayaWellness #studentsuccess https://t.co/HiFM3k17V8",HimalayaIndia,17,,"['CareForCommunity', 'education', 'HimalayaWellness', 'studentsuccess']",https://twitter.com/HimalayaIndia/status/1529343996429881345
2022-05-23,Did you know our #immune system records every germ it has ever defeated? It can recognize and destroy the microbe quickly if it enters the body again. Dr. Hariprasad VR shares the names of herbs that can help build #immunity naturally. #HimalayaWellness https://t.co/3ksZ4VIs1j,HimalayaIndia,4,,"['immune', 'immunity', 'HimalayaWellness']",https://twitter.com/HimalayaIndia/status/1528658481359663104
2022-05-13,RT @LogicalIndians: The earth is experiencing a decline in biodiversity and an increase in climate disruption. Through the Kisaan Mitra pro…,HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1524958283072581632
2022-05-09,"#HimalayaWellness has been conferred the SFE-Herbal Industry Leader Award-2022 by the Society For Ethnopharmacology, for outstanding #business practice on promotion and #development of #naturalproducts, at the 9th International Congress of the SEF held in Mysuru. https://t.co/Uz8SLxk1Qn",HimalayaIndia,18,,"['HimalayaWellness', 'business', 'development', 'naturalproducts']",https://twitter.com/HimalayaIndia/status/1523560775180165120
2022-05-06,"""Taking proper care of a newborn helps minimize the risk of illnesses and promotes overall growth and development,"" adds Dr. Ritin Khosla. He talks about the guidelines and suggestions in Ayurveda for mothers and caregivers on how to take care of newborns. https://t.co/vpylxLM83h",HimalayaIndia,5,,,https://twitter.com/HimalayaIndia/status/1522468832283033601
2022-04-29,"About 80% of infectious #diseases are transmitted by unclean hands touching contaminated surfaces,"" adds Dr. Mithun Kazhakaran. In the 14th episode, we discuss the importance of #HandHygiene and bust some common #myths. Streaming now! #HouseOfWellness

https://t.co/ASWqn6jMWO",HimalayaIndia,1,,"['diseases', 'HandHygiene', 'myths', 'HouseOfWellness']",https://twitter.com/HimalayaIndia/status/1519961879325515777
2022-04-22,"#Himalaya shares a special bond with the #farmers. The Kisaan Mitra initiative celebrates this deep connection by focusing on their economic #empowerment. Over 800 farmers 👨‍🌾 across India have been benefited from this program. 
https://t.co/DU4BpZxcgw 

#HimalayaCSR #Earthday",HimalayaIndia,355,,"['Himalaya', 'farmers', 'empowerment', 'HimalayaCSR', 'Earthday']",https://twitter.com/HimalayaIndia/status/1517430352985264129
2022-04-22,"The @moayush organized the #GlobalAyushSummit, inaugurated by Hon’ble PM Narendra Modi. Jayashree Ullal, CFO &amp; COO, #HimalayaWellness who was a speaker for a roundtable conference, said #Ayurveda and #Pharma should be looked at from the same lens and considered as equals. https://t.co/kBCvCpMLFG",HimalayaIndia,18,,"['GlobalAyushSummit', 'HimalayaWellness', 'Ayurveda', 'Pharma']",https://twitter.com/HimalayaIndia/status/1517386640570073088
2022-04-18,"@nanditaasn @FDA @US_FDA @IndianStandards @ashokmadanindia @Pharmadept Hi Nandita, your experience is important to us and we don't want you to feel this way. We would like to get in touch with you and understand what went wrong. We request you to DM us your contact details so that our team will get in touch with you.",HimalayaIndia,0,,,https://twitter.com/HimalayaIndia/status/1515898709833228290
2022-04-15,"Did you know that over 36 million Indians are affected by gut disorders? In the 12th episode of the #HouseOfWellness podcast, Dr. Srikrishna H A talks about the causes and symptoms of gut disorders and preventive care to improve #guthealth —streaming now!
https://t.co/sxpPqlHKRM",HimalayaIndia,4,,"['HouseOfWellness', 'guthealth']",https://twitter.com/HimalayaIndia/status/1514883728815935490
2022-04-12,@Strange16179431 Hi! Please share your contact details via private message so that we can get in touch with you.,HimalayaIndia,1,,,https://twitter.com/HimalayaIndia/status/1513714099233861634
2022-04-08,"#Ayurveda is a science that is 5000 years old &amp; yet relevant in modern times. ""The principles of Ayurveda, when applied in our lives, will lead us to improved well-being,"" adds Dr. Vaheed. But what sets Ayurveda apart as a medical science? #HouseOfWellness https://t.co/WP1iWZBrPr",HimalayaIndia,7,,"['Ayurveda', 'HouseOfWellness']",https://twitter.com/HimalayaIndia/status/1512347011579797509
2022-04-07,"#CareforEarth is our core business philosophy. At #Himalaya, we believe that businesses play a key role in conserving the environment. Green is good for our planet, our customers, and our business. #WorldHealthDay

#HimalayaWellness #Himalaya #OurPlanetOurHealth https://t.co/oA54jSrTs6",HimalayaIndia,5,,"['CareforEarth', 'Himalaya', 'WorldHealthDay', 'HimalayaWellness', 'Himalaya', 'OurPlanetOurHealth']",https://twitter.com/HimalayaIndia/status/1511996934524846081
